type,image,truth,pred,recomputed_pred,correct,crop_path,column,chosen_digit,filled_digits,argmax_digit,min_count,threshold,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,count_8,count_9
mssv,46c379db55fcd4a28ded.jpg,72405916,?240591?,?240591?,False,data\eval_artifacts\46c379db55fcd4a28ded\crops\mssv.png,2,2,2,2,328,448,366,349,507,361,358,364,370,328,367,375
mssv,46c379db55fcd4a28ded.jpg,72405916,?240591?,?240591?,False,data\eval_artifacts\46c379db55fcd4a28ded\crops\mssv.png,3,4,4,4,345,465,377,351,376,370,495,377,384,345,376,368
mssv,46c379db55fcd4a28ded.jpg,72405916,?240591?,?240591?,False,data\eval_artifacts\46c379db55fcd4a28ded\crops\mssv.png,4,0,0,0,342,462,533,349,374,377,373,381,382,342,379,374
mssv,46c379db55fcd4a28ded.jpg,72405916,?240591?,?240591?,False,data\eval_artifacts\46c379db55fcd4a28ded\crops\mssv.png,5,5,5,5,343,463,383,346,371,378,361,494,373,343,372,366
mssv,46c379db55fcd4a28ded.jpg,72405916,?240591?,?240591?,False,data\eval_artifacts\46c379db55fcd4a28ded\crops\mssv.png,6,9,9,9,327,447,380,349,368,373,362,374,384,327,367,457
mssv,46c379db55fcd4a28ded.jpg,72405916,?240591?,?240591?,False,data\eval_artifacts\46c379db55fcd4a28ded\crops\mssv.png,7,1,1,1,335,455,388,524,359,366,353,367,369,335,369,367
mssv,46c379db55fcd4a28ded.jpg,72405916,?240591?,?240591?,False,data\eval_artifacts\46c379db55fcd4a28ded\crops\mssv.png,8,?,,6,330,450,361,345,368,363,351,362,422,330,358,356
mssv,e34fc149ed6e6c30357f.jpg,72405916,?2405?1?,?2405?1?,False,data\eval_artifacts\e34fc149ed6e6c30357f\crops\mssv.png,1,?,,7,323,443,341,331,346,345,340,355,349,439,323,323
mssv,e34fc149ed6e6c30357f.jpg,72405916,?2405?1?,?2405?1?,False,data\eval_artifacts\e34fc149ed6e6c30357f\crops\mssv.png,2,2,2,2,310,430,374,332,505,363,356,371,379,349,373,310
mssv,e34fc149ed6e6c30357f.jpg,72405916,?2405?1?,?2405?1?,False,data\eval_artifacts\e34fc149ed6e6c30357f\crops\mssv.png,3,4,4,4,352,472,384,356,379,361,521,391,394,358,376,352
mssv,e34fc149ed6e6c30357f.jpg,72405916,?2405?1?,?2405?1?,False,data\eval_artifacts\e34fc149ed6e6c30357f\crops\mssv.png,4,0,0,0,348,468,525,356,374,371,377,383,367,348,378,379
mssv,e34fc149ed6e6c30357f.jpg,72405916,?2405?1?,?2405?1?,False,data\eval_artifacts\e34fc149ed6e6c30357f\crops\mssv.png,5,5,5,5,347,467,356,352,366,372,369,508,389,347,358,373
mssv,e34fc149ed6e6c30357f.jpg,72405916,?2405?1?,?2405?1?,False,data\eval_artifacts\e34fc149ed6e6c30357f\crops\mssv.png,6,?,,9,340,460,385,343,359,377,362,381,388,340,368,456
mssv,e34fc149ed6e6c30357f.jpg,72405916,?2405?1?,?2405?1?,False,data\eval_artifacts\e34fc149ed6e6c30357f\crops\mssv.png,7,1,1,1,348,468,376,537,370,356,351,373,383,348,372,376
mssv,e34fc149ed6e6c30357f.jpg,72405916,?2405?1?,?2405?1?,False,data\eval_artifacts\e34fc149ed6e6c30357f\crops\mssv.png,8,?,,6,328,448,374,346,373,379,362,368,442,328,388,379
mssv,e661ce65e242631c3a53.jpg,72405916,72405?1?,72405?1?,False,data\eval_artifacts\e661ce65e242631c3a53\crops\mssv.png,1,7,7,7,322,442,342,322,353,344,332,363,364,453,364,351
mssv,e661ce65e242631c3a53.jpg,72405916,72405?1?,72405?1?,False,data\eval_artifacts\e661ce65e242631c3a53\crops\mssv.png,2,2,2,2,318,438,343,329,477,338,341,351,361,318,374,354
mssv,e661ce65e242631c3a53.jpg,72405916,72405?1?,72405?1?,False,data\eval_artifacts\e661ce65e242631c3a53\crops\mssv.png,3,4,4,4,337,457,361,337,343,358,484,367,377,338,369,370
mssv,e661ce65e242631c3a53.jpg,72405916,72405?1?,72405?1?,False,data\eval_artifacts\e661ce65e242631c3a53\crops\mssv.png,4,0,0,0,324,444,490,335,349,353,342,362,371,324,376,364
mssv,e661ce65e242631c3a53.jpg,72405916,72405?1?,72405?1?,False,data\eval_artifacts\e661ce65e242631c3a53\crops\mssv.png,5,5,5,5,322,442,358,327,345,346,342,475,353,322,354,354
mssv,e661ce65e242631c3a53.jpg,72405916,72405?1?,72405?1?,False,data\eval_artifacts\e661ce65e242631c3a53\crops\mssv.png,6,?,,9,322,442,357,322,350,342,342,362,362,333,359,427
mssv,e661ce65e242631c3a53.jpg,72405916,72405?1?,72405?1?,False,data\eval_artifacts\e661ce65e242631c3a53\crops\mssv.png,7,1,1,1,310,430,353,500,349,356,345,347,350,310,357,355
mssv,e661ce65e242631c3a53.jpg,72405916,72405?1?,72405?1?,False,data\eval_artifacts\e661ce65e242631c3a53\crops\mssv.png,8,?,,6,318,438,339,331,350,350,348,341,435,318,348,340
ma_de,4461f793dbb45aea03a5.jpg,135,13?,13?,False,data\eval_artifacts\4461f793dbb45aea03a5\crops\ma_de.png,1,1,1,1,389,509,408,588,410,405,394,391,405,389,410,423
ma_de,4461f793dbb45aea03a5.jpg,135,13?,13?,False,data\eval_artifacts\4461f793dbb45aea03a5\crops\ma_de.png,2,3,3,3,367,487,404,380,406,576,391,414,426,367,376,413
ma_de,4461f793dbb45aea03a5.jpg,135,13?,13?,False,data\eval_artifacts\4461f793dbb45aea03a5\crops\ma_de.png,3,?,,5,348,468,388,367,386,397,385,447,399,367,407,348
ma_de,4a6b7a9056b7d7e98ea6.jpg,135,13?,13?,False,data\eval_artifacts\4a6b7a9056b7d7e98ea6\crops\ma_de.png,1,1,1,1,320,440,342,464,355,346,340,357,334,320,353,355
ma_de,4a6b7a9056b7d7e98ea6.jpg,135,13?,13?,False,data\eval_artifacts\4a6b7a9056b7d7e98ea6\crops\ma_de.png,2,3,3,3,317,437,355,317,359,448,335,357,360,322,329,354
ma_de,4a6b7a9056b7d7e98ea6.jpg,135,13?,13?,False,data\eval_artifacts\4a6b7a9056b7d7e98ea6\crops\ma_de.png,3,?,,5,307,427,356,315,334,330,307,365,360,310,351,334
ma_de,b1262cde00f981a7d8e8.jpg,135,13?,13?,False,data\eval_artifacts\b1262cde00f981a7d8e8\crops\ma_de.png,1,1,1,1,355,475,357,534,378,378,372,364,356,355,387,383
ma_de,b1262cde00f981a7d8e8.jpg,135,13?,13?,False,data\eval_artifacts\b1262cde00f981a7d8e8\crops\ma_de.png,2,3,3,3,318,438,377,324,362,534,360,377,369,318,374,369
ma_de,b1262cde00f981a7d8e8.jpg,135,13?,13?,False,data\eval_artifacts\b1262cde00f981a7d8e8\crops\ma_de.png,3,?,,5,333,453,369,333,359,353,352,451,377,339,351,339
ma_de,bd65cc80e0a761f938b6.jpg,135,13?,13?,False,data\eval_artifacts\bd65cc80e0a761f938b6\crops\ma_de.png,1,1,1,1,412,532,446,622,412,428,412,439,414,415,431,447
ma_de,bd65cc80e0a761f938b6.jpg,135,13?,13?,False,data\eval_artifacts\bd65cc80e0a761f938b6\crops\ma_de.png,2,3,3,3,385,505,441,392,410,619,399,408,450,385,422,446
ma_de,bd65cc80e0a761f938b6.jpg,135,13?,13?,False,data\eval_artifacts\bd65cc80e0a761f938b6\crops\ma_de.png,3,?,,5,359,479,414,389,400,398,390,479,431,359,387,421
ma_de,020c2de101c68098d9d7.jpg,968,??8,??8,False,data\eval_artifacts\020c2de101c68098d9d7\crops\ma_de.png,1,?,,9,366,486,392,366,399,400,390,391,405,382,433,449
ma_de,020c2de101c68098d9d7.jpg,968,??8,??8,False,data\eval_artifacts\020c2de101c68098d9d7\crops\ma_de.png,2,?,,6,362,482,410,367,376,385,391,408,464,362,408,392
ma_de,020c2de101c68098d9d7.jpg,968,??8,??8,False,data\eval_artifacts\020c2de101c68098d9d7\crops\ma_de.png,3,8,8,8,314,434,402,370,394,372,360,395,404,367,490,314
ma_de,1567c1e9ecce6d9034df.jpg,968,??8,??8,False,data\eval_artifacts\1567c1e9ecce6d9034df\crops\ma_de.png,1,?,,9,379,499,429,400,413,401,414,433,435,379,425,494
ma_de,1567c1e9ecce6d9034df.jpg,968,??8,??8,False,data\eval_artifacts\1567c1e9ecce6d9034df\crops\ma_de.png,2,?,,6,391,511,422,393,419,407,410,433,484,393,391,427
ma_de,1567c1e9ecce6d9034df.jpg,968,??8,??8,False,data\eval_artifacts\1567c1e9ecce6d9034df\crops\ma_de.png,3,8,8,8,368,488,410,391,407,391,393,412,429,376,515,368
ma_de,19859f7bb35c32026b4d.jpg,968,???,???,False,data\eval_artifacts\19859f7bb35c32026b4d\crops\ma_de.png,1,?,,9,369,489,410,383,399,411,395,407,407,369,407,435
ma_de,19859f7bb35c32026b4d.jpg,968,???,???,False,data\eval_artifacts\19859f7bb35c32026b4d\crops\ma_de.png,2,?,,0,366,486,429,377,389,393,404,416,421,366,411,418
ma_de,19859f7bb35c32026b4d.jpg,968,???,???,False,data\eval_artifacts\19859f7bb35c32026b4d\crops\ma_de.png,3,?,,8,346,466,405,376,403,382,374,394,406,346,462,394
ma_de,502b9fc8b3ef32b16bfe.jpg,968,???,???,False,data\eval_artifacts\502b9fc8b3ef32b16bfe\crops\ma_de.png,1,?,,9,319,439,353,342,344,349,334,350,351,319,348,378
ma_de,502b9fc8b3ef32b16bfe.jpg,968,???,???,False,data\eval_artifacts\502b9fc8b3ef32b16bfe\crops\ma_de.png,2,?,,0,312,432,355,319,338,342,338,334,330,312,342,345
ma_de,502b9fc8b3ef32b16bfe.jpg,968,???,???,False,data\eval_artifacts\502b9fc8b3ef32b16bfe\crops\ma_de.png,3,?,,0,287,407,345,323,329,322,313,330,327,287,345,344
ma_de,d2d96838441fc5419c0e.jpg,968,???,???,False,data\eval_artifacts\d2d96838441fc5419c0e\crops\ma_de.png,1,?,,9,314,434,350,334,353,342,325,355,361,314,342,370
ma_de,d2d96838441fc5419c0e.jpg,968,???,???,False,data\eval_artifacts\d2d96838441fc5419c0e\crops\ma_de.png,2,?,,0,315,435,355,326,346,347,342,346,353,315,344,353
ma_de,d2d96838441fc5419c0e.jpg,968,???,???,False,data\eval_artifacts\d2d96838441fc5419c0e\crops\ma_de.png,3,?,,0,303,423,363,330,338,331,325,333,345,303,363,350
ma_de,14405a4e7669f737ae78.jpg,408,?08,?08,False,data\eval_artifacts\14405a4e7669f737ae78\crops\ma_de.png,1,?,,8,351,471,387,351,384,392,415,381,419,374,421,353
ma_de,14405a4e7669f737ae78.jpg,408,?08,?08,False,data\eval_artifacts\14405a4e7669f737ae78\crops\ma_de.png,2,0,0,0,340,460,540,368,340,371,381,406,406,343,407,407
ma_de,14405a4e7669f737ae78.jpg,408,?08,?08,False,data\eval_artifacts\14405a4e7669f737ae78\crops\ma_de.png,3,8,8,8,344,464,370,344,379,383,358,355,380,359,470,373
ma_de,7126b2d39ef41faa46e5.jpg,408,?08,?08,False,data\eval_artifacts\7126b2d39ef41faa46e5\crops\ma_de.png,1,?,,6,334,454,362,358,383,370,376,391,397,334,350,383
ma_de,7126b2d39ef41faa46e5.jpg,408,?08,?08,False,data\eval_artifacts\7126b2d39ef41faa46e5\crops\ma_de.png,2,0,0,0,348,468,508,360,354,376,357,365,374,348,386,377
ma_de,7126b2d39ef41faa46e5.jpg,408,?08,?08,False,data\eval_artifacts\7126b2d39ef41faa46e5\crops\ma_de.png,3,8,8,8,313,433,361,313,352,366,343,350,373,339,434,355
ma_de,78f60bfa27dda683ffcc.jpg,408,??8,??8,False,data\eval_artifacts\78f60bfa27dda683ffcc\crops\ma_de.png,1,?,,8,326,446,349,335,352,346,349,345,353,326,355,333
ma_de,78f60bfa27dda683ffcc.jpg,408,??8,??8,False,data\eval_artifacts\78f60bfa27dda683ffcc\crops\ma_de.png,2,?,,0,326,446,440,326,358,348,327,334,352,326,339,361
ma_de,78f60bfa27dda683ffcc.jpg,408,??8,??8,False,data\eval_artifacts\78f60bfa27dda683ffcc\crops\ma_de.png,3,8,8,8,309,429,347,309,331,324,342,347,330,309,435,326
ma_de,f302a400882709795036.jpg,408,?0?,?0?,False,data\eval_artifacts\f302a400882709795036\crops\ma_de.png,1,?,,0,334,454,371,334,341,356,348,359,340,337,366,340
ma_de,f302a400882709795036.jpg,408,?0?,?0?,False,data\eval_artifacts\f302a400882709795036\crops\ma_de.png,2,0,0,0,298,418,446,330,333,346,342,347,367,298,367,357
ma_de,f302a400882709795036.jpg,408,?0?,?0?,False,data\eval_artifacts\f302a400882709795036\crops\ma_de.png,3,?,,8,313,433,315,313,352,351,323,323,349,316,433,324
ma_de,5c6dd96ef54974172d58.jpg,517,?17,?17,False,data\eval_artifacts\5c6dd96ef54974172d58\crops\ma_de.png,1,?,,5,338,458,382,339,368,363,346,456,382,338,385,376
ma_de,5c6dd96ef54974172d58.jpg,517,?17,?17,False,data\eval_artifacts\5c6dd96ef54974172d58\crops\ma_de.png,2,1,1,1,341,461,376,468,358,368,357,371,377,341,373,368
ma_de,5c6dd96ef54974172d58.jpg,517,?17,?17,False,data\eval_artifacts\5c6dd96ef54974172d58\crops\ma_de.png,3,7,7,7,341,461,381,341,360,356,350,354,377,528,376,359
ma_de,41ed75cd59ead8b481fb.jpg,593,???,???,False,data\eval_artifacts\41ed75cd59ead8b481fb\crops\ma_de.png,1,?,,5,368,488,395,391,413,403,409,472,432,368,420,427
ma_de,41ed75cd59ead8b481fb.jpg,593,???,???,False,data\eval_artifacts\41ed75cd59ead8b481fb\crops\ma_de.png,2,?,,9,366,486,424,366,409,406,388,421,436,385,413,458
ma_de,41ed75cd59ead8b481fb.jpg,593,???,???,False,data\eval_artifacts\41ed75cd59ead8b481fb\crops\ma_de.png,3,?,,3,374,494,419,374,386,437,386,395,411,382,409,384
ma_de,48fa0df221d5a08bf9c4.jpg,593,???,???,False,data\eval_artifacts\48fa0df221d5a08bf9c4\crops\ma_de.png,1,?,,9,327,447,336,345,361,359,362,360,363,327,362,365
ma_de,48fa0df221d5a08bf9c4.jpg,593,???,???,False,data\eval_artifacts\48fa0df221d5a08bf9c4\crops\ma_de.png,2,?,,6,314,434,369,314,367,352,355,369,372,336,372,362
ma_de,48fa0df221d5a08bf9c4.jpg,593,???,???,False,data\eval_artifacts\48fa0df221d5a08bf9c4\crops\ma_de.png,3,?,,5,322,442,356,322,332,357,335,362,343,334,360,358
ma_de,69ce96efbac83b9662d9.jpg,593,???,???,False,data\eval_artifacts\69ce96efbac83b9662d9\crops\ma_de.png,1,?,,5,339,459,368,370,370,374,361,425,389,339,377,386
ma_de,69ce96efbac83b9662d9.jpg,593,???,???,False,data\eval_artifacts\69ce96efbac83b9662d9\crops\ma_de.png,2,?,,9,348,468,393,353,365,354,355,379,387,348,361,407
ma_de,69ce96efbac83b9662d9.jpg,593,???,???,False,data\eval_artifacts\69ce96efbac83b9662d9\crops\ma_de.png,3,?,,6,333,453,375,339,364,350,354,366,380,333,366,365
ma_de,df7a73f65ed1df8f86c0.jpg,593,5??,5??,False,data\eval_artifacts\df7a73f65ed1df8f86c0\crops\ma_de.png,1,5,5,5,320,440,398,320,369,409,406,481,427,381,427,409
ma_de,df7a73f65ed1df8f86c0.jpg,593,5??,5??,False,data\eval_artifacts\df7a73f65ed1df8f86c0\crops\ma_de.png,2,?,,9,350,470,408,378,396,385,350,367,418,378,419,428
ma_de,df7a73f65ed1df8f86c0.jpg,593,5??,5??,False,data\eval_artifacts\df7a73f65ed1df8f86c0\crops\ma_de.png,3,?,,3,327,447,407,376,394,431,382,393,406,327,365,397
ma_de,13f0147f3958b806e149.jpg,725,?2?,?2?,False,data\eval_artifacts\13f0147f3958b806e149\crops\ma_de.png,1,?,,7,345,465,380,345,363,358,360,377,380,431,365,384
ma_de,13f0147f3958b806e149.jpg,725,?2?,?2?,False,data\eval_artifacts\13f0147f3958b806e149\crops\ma_de.png,2,2,2,2,342,462,372,343,523,359,358,380,384,342,342,384
ma_de,13f0147f3958b806e149.jpg,725,?2?,?2?,False,data\eval_artifacts\13f0147f3958b806e149\crops\ma_de.png,3,?,,5,326,446,364,346,365,360,353,415,377,326,363,326
ma_de,46c379db55fcd4a28ded.jpg,725,?2?,?2?,False,data\eval_artifacts\46c379db55fcd4a28ded\crops\ma_de.png,1,?,,7,351,471,381,351,364,368,358,377,390,420,370,380
ma_de,46c379db55fcd4a28ded.jpg,725,?2?,?2?,False,data\eval_artifacts\46c379db55fcd4a28ded\crops\ma_de.png,2,2,2,2,330,450,380,350,486,362,342,373,382,330,376,380
ma_de,46c379db55fcd4a28ded.jpg,725,?2?,?2?,False,data\eval_artifacts\46c379db55fcd4a28ded\crops\ma_de.png,3,?,,5,326,446,368,342,363,355,350,386,342,328,361,326
ma_de,e34fc149ed6e6c30357f.jpg,725,?2?,?2?,False,data\eval_artifacts\e34fc149ed6e6c30357f\crops\ma_de.png,1,?,,7,341,461,376,341,368,377,363,386,368,453,386,385
ma_de,e34fc149ed6e6c30357f.jpg,725,?2?,?2?,False,data\eval_artifacts\e34fc149ed6e6c30357f\crops\ma_de.png,2,2,2,2,344,464,374,352,531,372,366,382,391,344,367,393
ma_de,e34fc149ed6e6c30357f.jpg,725,?2?,?2?,False,data\eval_artifacts\e34fc149ed6e6c30357f\crops\ma_de.png,3,?,,5,325,445,325,326,332,334,345,432,373,334,379,345
ma_de,e661ce65e242631c3a53.jpg,725,?2?,?2?,False,data\eval_artifacts\e661ce65e242631c3a53\crops\ma_de.png,1,?,,7,330,450,356,330,347,360,348,364,374,433,377,373
ma_de,e661ce65e242631c3a53.jpg,725,?2?,?2?,False,data\eval_artifacts\e661ce65e242631c3a53\crops\ma_de.png,2,2,2,2,323,443,361,323,489,349,329,345,359,324,353,372
ma_de,e661ce65e242631c3a53.jpg,725,?2?,?2?,False,data\eval_artifacts\e661ce65e242631c3a53\crops\ma_de.png,3,?,,5,301,421,355,324,335,336,326,408,353,301,362,338
